Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
3862,3916,3917,17,netherlands,1,30,8,2,4.0,1.0,1.0,2.0,fear,A terrible cloud-burst started when we were camping in a tent on a great bald field.,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Acceptance
3863,3917,3918,17,netherlands,1,30,8,2,4.0,1.0,1.0,3.0,anger,Seeing for the first time pictures about the so called treatment of Jewish people in Nazi-Germany during World War II.,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3864,3918,3919,17,netherlands,1,30,8,2,4.0,1.0,1.0,4.0,sadness,The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3865,3919,3920,17,netherlands,1,30,8,2,4.0,1.0,1.0,5.0,disgust,I was looking at a one-man show on television. He told very disgusting things so that I started to be disgusted with it. (Later on it proved that this was his intention).,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Disgust.
3866,3920,3921,17,netherlands,1,30,8,2,4.0,1.0,1.0,6.0,shame,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa.,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3867,3921,3922,17,netherlands,1,30,8,2,4.0,1.0,1.0,7.0,guilt,When I don't go to my parents on Sunday and phone them to tell them that I have to study. The truth is that I listened to sports on the radio.,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Guilt
3868,3922,3923,17,netherlands,2,21,8,2,8.0,1.0,1.0,1.0,joy,When it appeared that I was not pregnant when I was several weeks overtime.,female,areligious,not practising,self-employed nonacademic,housewife,psychology,netherlands,Acceptance
3869,3923,3924,17,netherlands,2,21,8,2,8.0,1.0,1.0,2.0,fear,The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship.,female,areligious,not practising,self-employed nonacademic,housewife,psychology,netherlands,Fear
3870,3924,3925,17,netherlands,2,21,8,2,8.0,1.0,1.0,3.0,anger,Once again my parents distroyed a relationship.,female,areligious,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion
3871,3925,3926,17,netherlands,2,21,8,2,8.0,1.0,1.0,4.0,sadness,I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.,female,areligious,not practising,self-employed nonacademic,housewife,psychology,netherlands,Sorrow.
3872,3926,3927,17,netherlands,2,21,8,2,8.0,1.0,1.0,5.0,disgust,After the accident which I described in SHAME. I came to myself and saw how terrible everything looked like. I disgusted myself and everything I saw.,female,areligious,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion
3873,3927,3928,17,netherlands,1,23,2,2,2.0,2.0,1.0,4.0,sadness,A sudden end to the relationship with my first girlfriend.,male,catholic,not practising,unemployed,unemployed,psychology,netherlands,Impermanence
3874,3928,3929,17,netherlands,1,23,2,2,2.0,2.0,1.0,5.0,disgust,I heard part of a conversation in which one talked very low about women.,male,catholic,not practising,unemployed,unemployed,psychology,netherlands,Compassion
3875,3929,3930,17,netherlands,1,23,2,2,2.0,2.0,1.0,6.0,shame,"In an important situation for me, my father behaved inadequately.",male,catholic,not practising,unemployed,unemployed,psychology,netherlands,Compassion.
3876,3930,3931,17,netherlands,1,23,2,2,2.0,2.0,1.0,7.0,guilt,When I took the car of someone without saying it to him.,male,catholic,not practising,unemployed,unemployed,psychology,netherlands,Regret
3877,3931,3932,17,netherlands,1,20,1,1,5.0,5.0,1.0,1.0,joy,I felt joy when I heard that I was accepted for the Free University in Driebergen.,male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Joy
3878,3932,3933,17,netherlands,1,20,1,1,5.0,5.0,1.0,2.0,fear,When a good friend of me told me one evening that she didn't want to live anymore.,male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Compassion
3879,3933,3934,17,netherlands,1,20,1,1,5.0,5.0,1.0,3.0,anger,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out.",male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Jealousy
3880,3934,3935,17,netherlands,1,20,1,1,5.0,5.0,1.0,4.0,sadness,I was very sad when I had to leave persons with whom I had a very intense relationship I also had to leave the environment which was part of this.,male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Sadness
3881,3935,3936,17,netherlands,1,20,1,1,5.0,5.0,1.0,5.0,disgust,I felt disgust after watching a picture on television about torturing political prisoners in India (this happened in the India of Indira Ghandi).,male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Compassion
3882,3936,3937,17,netherlands,1,20,1,1,5.0,5.0,1.0,6.0,shame,I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted.,male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Regret
3883,3937,3938,17,netherlands,1,20,1,1,5.0,5.0,1.0,7.0,guilt,I felt guilt towards my mother when I went to live on rooms in Nijmegen where I study.,male,protestant,practicing,blue collar trained,blue collar trained,psychology,netherlands,Guilt
3884,3938,3939,17,netherlands,2,20,2,2,5.0,5.0,1.0,1.0,joy,When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Contentment
3885,3939,3940,17,netherlands,2,20,2,2,5.0,5.0,1.0,2.0,fear,When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Fear
3886,3940,3941,17,netherlands,2,20,2,2,5.0,5.0,1.0,3.0,anger,When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Frustration.
3887,3941,3942,17,netherlands,2,20,2,2,5.0,5.0,1.0,4.0,sadness,When my best friend got a boyfriend. Because of this a relationship of ten years was finished abruptely.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Sadness
3888,3942,3943,17,netherlands,2,20,2,2,5.0,5.0,1.0,5.0,disgust,I feel disgust when hearing or seeing other people being treated inhumanely. For example torturing in chili.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Compassion
3889,3943,3944,17,netherlands,2,20,2,2,5.0,5.0,1.0,6.0,shame,In my opinion guilt is a feeling which goes together with shame. Here then I refer to the situation of guilt.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Compassion
3890,3944,3945,17,netherlands,2,20,2,2,5.0,5.0,1.0,7.0,guilt,When I became angry at my boyfriend without any reason. I know he cannot bear me being angry at him and that he can't study anymore then.,female,catholic,not practising,blue collar trained,blue collar trained,psychology,netherlands,Compassion.
3891,3945,3946,17,netherlands,2,19,2,2,5.0,1.0,1.0,1.0,joy,The day I heard that I passed the high school exam.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Gratitude
3892,3946,3947,17,netherlands,2,19,2,2,5.0,1.0,1.0,2.0,fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Fear
3893,3947,3948,17,netherlands,2,19,2,2,5.0,1.0,1.0,3.0,anger,We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Sadness
3894,3948,3949,17,netherlands,2,19,2,2,5.0,1.0,1.0,4.0,sadness,A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Sadness
3895,3949,3950,17,netherlands,2,19,2,2,5.0,1.0,1.0,5.0,disgust,A girl who also hires a room in the house where I live always tries to make a quarrel with everyone available she disgusts me.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Compassion
3896,3950,3951,17,netherlands,2,19,2,2,5.0,1.0,1.0,6.0,shame,A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Gratitude
3897,3951,3952,17,netherlands,2,19,2,2,5.0,1.0,1.0,7.0,guilt,I knew I had to take an exam very soon but yet I couldn't start studying. I also knew it was very imprtant to succeed the exam this time.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Anxiety
3898,3952,3953,17,netherlands,2,21,2,2,8.0,1.0,1.0,1.0,joy,"When Christmas holiday started, I felt very joyful when I finished my last exam.",female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Joy.
3899,3953,3954,17,netherlands,2,21,2,2,8.0,1.0,1.0,2.0,fear,I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion
3900,3954,3955,17,netherlands,2,21,2,2,8.0,1.0,1.0,3.0,anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Resentment
3901,3955,3956,17,netherlands,2,21,2,2,8.0,1.0,1.0,4.0,sadness,When my gradmother died.  I felt very sad then ... The feeling started to be worse after a while.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Grief
3902,3956,3957,17,netherlands,2,21,2,2,8.0,1.0,1.0,5.0,disgust,When I ate a rotten apple.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Disgust.
3903,3957,3958,17,netherlands,2,21,2,2,8.0,1.0,1.0,6.0,shame,When I didn't meet an appointment I had made. The person phoned me but I thought of something (I told I was ill) so that I didn't have to go.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Regret.
3904,3958,3959,17,netherlands,2,21,2,2,8.0,1.0,1.0,7.0,guilt,When I have to take exams I am very excited and have not much time for the housekeeping. Then my friend has to do everything.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Gratitude
3905,3959,3960,17,netherlands,2,22,8,0,8.0,1.0,1.0,1.0,joy,My boyfriend was playing with my cat. He was playing games with her and telling nice things to her. ,female,areligious,,self-employed nonacademic,housewife,psychology,netherlands,Joy
3906,3960,3961,17,netherlands,2,22,8,0,8.0,1.0,1.0,2.0,fear,When I slept for the first time all alone in the house where I live now. A man phoned me at 2.00 am. He wanted something from me. I was afraid.,female,areligious,,self-employed nonacademic,housewife,psychology,netherlands,Fear
3907,3961,3962,17,netherlands,2,22,8,0,8.0,1.0,1.0,3.0,anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.,female,areligious,,self-employed nonacademic,housewife,psychology,netherlands,Compassion
3908,3962,3963,17,netherlands,2,22,8,0,8.0,1.0,1.0,4.0,sadness,"I hadn't been at my parent's place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected.",female,areligious,,self-employed nonacademic,housewife,psychology,netherlands,Disappointment.
3909,3963,3964,17,netherlands,2,22,8,0,8.0,1.0,1.0,5.0,disgust,I read a story in the newspaper about butchers treating their animals very badly. They disgusted me.,female,areligious,,self-employed nonacademic,housewife,psychology,netherlands,Compassion
